tid,court_type,court,date,numcitedby,numcites,topical,issues,matched_queries,title,headline
239115,HC,Gujarat High Court,2008-07-15,0,17,True,126v135|assessment-126|mensrea-135,hc_126|hc_126v135|hc_135,"Gopalbhai vs State on 15 July, 2008",<b>Section</b> 126  of the Indian <b>Electricity</b> Act i.e. of malpractice and not under  <b>Section</b> <b>135</b>  of the Indian <b>Electricity</b> Act with regard to <b>theft</b> ... <b>electrici
88902395,HC,Patna High Court,2017-01-12,0,8,True,126v135|assessment-126|mensrea-135|provisional-final,hc_126|hc_126v135|hc_135|hc_provisional,"M/S. Dina Metals Limited vs The South Bihar Power Distribution Comp on 12 January, 2017",under  <b>Section</b> <b>135</b>  of „the Act‟ for <b>theft</b> of <b>electricity</b>.                          &quot;25.     <b>Section</b> <b>135</b>  of the 2003 Act falls under Part XIV relating  
69816031,HC,Gujarat High Court,2024-11-19,0,9,True,mensrea-135,hc_135,"State Of Gujarat vs Mansukhbhai Amarshibhai Makwana on 19 November, 2024","appropriate to refer to  <b>Section</b> <b>135</b>  of the Act, which is                        reproduced hereunder :                                  &quot; <b>Section</b> <b>135</b> . (<b>Theft</b>"
161887437,HC,Gujarat High Court,2025-09-18,0,9,True,126v135|mensrea-135,hc_126v135|hc_135,"Kishan Tulsiram Aggrawal vs State Of Gujarat on 18 September, 2025",metering of <b>electricity</b>; offence under  <b>section</b> <b>135</b>(1)(d)                         would appear if person uses <b>electricity</b> through a tampered                        meter; o
91101756,HC,Gujarat High Court,2023-11-06,0,13,True,mensrea-135,hc_135,"Patel Vipulbhai Natvarbhai vs Uttar Gujarat Vij Company Limited on 6 November, 2023","apposite to refer to  <b>Section</b> <b>135</b>  and  <b>Section</b> 154  of the <b>Electricity</b> Act, 2003, which read thus:            &quot; <b>Section</b> <b>135</b> . (<b>Theft</b> of <b>Electr"
178984194,HC,Orissa High Court,2023-02-22,0,10,True,126v135|mensrea-135,hc_126v135|hc_135,"Brij Mohan Somani vs State Of Odisha And Others .... Opposite ... on 22 February, 2023","contradistinction to  <b>Section</b> <b>135</b>  of the Act,  <b>Section</b> 126  would be applicable to the cases where there is no <b>theft</b> of <b>electricity</b> but the power ... <b>electricity"
195882407,HC,Gujarat High Court,2022-07-22,0,14,True,mensrea-135,hc_135,"Madhya Gujarat Vij Company Limited ... vs Belaben Sandipkumar Shah on 22 July, 2022","which   the   supply     of     <b>electricity</b>   was            authorized&quot;]     <b>Section</b> <b>135</b>  &quot;<b>theft</b> of <b>electricity</b>&quot;:--- 1 [(1) Whoever, dishonestly, -  "
187968763,HC,Gujarat High Court,2021-06-07,0,10,True,mensrea-135,hc_135,"Dakshin Gujarat Vij Company Ltd. vs Ambeshwar Paper Mills Ltd. on 7 June, 2021",available to  an aggrieved consumer are concerned in  <b>Section</b> 42  in Chapter­VI  as under:              &quot; <b>Section</b> 42  - Duties of distribution licensees and open access ... those su
22890866,HC,Gujarat High Court,2021-06-07,0,10,True,mensrea-135,hc_135,"Agro Park vs Daxin Gujarat Vij Company Limited on 7 June, 2021",available to  an aggrieved consumer are concerned in  <b>Section</b> 42  in Chapter­VI  as under:              &quot; <b>Section</b> 42  - Duties of distribution licensees and open access ... those su
181493319,HC,Gujarat High Court,2021-06-07,0,10,True,mensrea-135,hc_135,"Dakshin Gujarat Vij Company Ltd vs Ambeshwar Paper Mills Ltd on 7 June, 2021",available to  an aggrieved consumer are concerned in  <b>Section</b> 42  in Chapter­VI  as under:              &quot; <b>Section</b> 42  - Duties of distribution licensees and open access ... those su
102473469,HC,Madras High Court,2013-01-09,0,14,True,126v135|assessment-126|mensrea-135|provisional-final,hc_126|hc_126v135|hc_135|hc_provisional,"M/S.Kanyaka Fine Weld Ltd vs The Superintending Engineer Ii on 9 January, 2013",<b>section</b> (6) of  <b>Section</b> 126  defines the term &quot;unauthorised use of <b>electricity</b>&quot;.   <b>Section</b> 126(1)  provides for issuance of provisional assessment order.  <b>Sect
23866880,HC,Madras High Court,2012-11-09,0,8,True,assessment-126|compounding-152|mensrea-135|provisional-final,hc_126|hc_135|hc_152|hc_provisional,"M/S.Sri Kanaka Durga Castings (P) Ltd vs The Executive Engineer Ii on 9 November, 2012",actual <b>electricity</b> consumer by the petitioner industry.  This amounted to a direct evidence of <b>theft</b> of <b>electricity</b> within the meaning of  <b>section</b> <b>135</b> ... deal with 
76707140,HC,Gauhati High Court,2025-03-07,0,14,True,assessment-126|mensrea-135|provisional-final,hc_126|hc_135|hc_provisional,"Page No.# 1/14 vs The Assam Power Distribution Co. Ltd And ... on 7 March, 2025","Assam <b>Electricity</b> Commission (<b>Electricity</b> Supply Code and Related Matters) Regulations, 2004 (First Amendment), 2007, <b>theft</b> of <b>electricity</b> as provided under  <b>Section</b>"
39705683,HC,Jharkhand High Court,2024-04-04,0,14,True,assessment-126|jurisdiction-145-154|mensrea-135|provisional-final,hc_126|hc_135|hc_145_154|hc_provisional,"Havells Industries vs Jharkhand State <b>Electricity</b> Board on 4 April, 2024",<b>theft</b>. There is apparent    distinction between  <b>Section</b> 126  and  <b>Section</b> <b>135</b>  of the Act.  <b>Section</b> 126     forms part of the scheme which authorises <b>electricity
53863688,HC,Bombay High Court,2026-03-26,0,8,True,126v135|assessment-126|mensrea-135,hc_126|hc_126v135|hc_135,"Maharashtra State <b>Electricity</b> ... vs Revive Realty Private Limited on 26 March, 2026","considered in              unauthorised usage under  <b>Section</b> 126 , which assumes importance              under  <b>Section</b> <b>135</b>  of the <b>Electricity</b> Act pertaining to <b>theft</"
114529690,HC,Bombay High Court,2025-10-09,0,7,True,mensrea-135,hc_135,"Navin Prakashsingh Thakur vs State Of Maharashtra, Thr. Pso Ps Akot ... on 9 October, 2025","Police Station Akot File, Akola for the offence  punishable under  <b>Section</b> <b>135</b>  of the <b>Electricity</b> Act, 2003.    3.                The F.I.R. is filed ... licensee.  <b>Section</b"
123698705,HC,Karnataka High Court,2024-11-23,0,8,True,mensrea-135,hc_135,"Mallikarjun S/O Shantrappa Chowdapur vs The State Through, Gescom P.S on 23 November, 2024","extract the provision of <b>Section</b> <b>135</b> of Part XIV of The  <b>Electricity</b> Act, 2003. The same reads thus:     &quot;<b>135</b>. <b>Theft</b> of <b>Electricity</b> ... herein     commit"
58328334,HC,Gujarat High Court,2023-08-01,0,11,True,mensrea-135,hc_135,"Mansukhbhai Mohanbhai Shiroya vs Paschim Gujarat Vij Company Limited on 1 August, 2023","ORDER DATED: 01/08/2023                                                                                         undefined     <b>135</b> of the  <b>Electricity</b> Act, 2003 . The said bill issued und"
104138087,HC,Gujarat High Court,2023-03-20,0,10,True,126v135|jurisdiction-145-154|mensrea-135|natural-justice,hc_126v135|hc_135|hc_145_154|hc_hearing,"Narendrabhai Parshotambhai Makwana vs State Of Gujarat on 20 March, 2023","category under  <b>Section</b> <b>135</b> , procedure is prescribed under          <b>Section</b> 126  of the <b>Electricity</b> Act of 2003.  <b>Section</b> <b>135</b>  of the         <b>Electricity<"
10359909,HC,Calcutta High Court (Appellete Side),2023-03-03,0,14,True,126v135|assessment-126|mensrea-135,hc_126|hc_126v135|hc_135,"Sri Angshuman Sarkar vs The West Bengal State on 3 March, 2023","<b>Section</b> <b>135</b>  was on the premise of <b>theft</b> on the        ground of alleged tampering, which is common to <b>theft</b> and unauthorised        use of <b>electricity</b> ... contempla"
189929306,HC,Calcutta High Court,2022-04-04,0,9,True,126v135|assessment-126|mensrea-135,hc_126|hc_126v135|hc_135,"Pearl Corporation vs Calcutta <b>Electric</b> Supply Company Ltd. ... on 4 April, 2022","unauthorised use       of <b>electricity</b>&quot;, whereas  <b>Section</b> <b>135</b>  deals with the offence of <b>theft</b> if he       has been found to have indulged himself ... title of the  <b>"
148912538,HC,Andhra Pradesh High Court - Amravati,2020-08-25,0,9,True,mensrea-135,hc_135,"Katta Lumamba, vs The State Of A.P., Rep By Pp., on 25 August, 2020","offence  punishable under  <b>Section</b> <b>135</b>  of <b>Electricity</b> Act, for <b>theft</b> of energy  by the accused and issued Ex.P3 -FIR. He took up investigation ... financial gain on  accou"
162529336,HC,Bombay High Court,2021-08-04,0,9,True,126v135|assessment-126|mensrea-135,hc_126|hc_126v135|hc_135,"Jitendra Ramchandra Notani vs The Maharashtra State <b>Electricity</b> ... on 4 August, 2021",<b>theft</b> of <b>electricity</b> which                        prescribes the procedure to be followed whenever there                        is a <b>theft</b> of <b>electricity</b>.                  
59335453,HC,Gujarat High Court,2021-03-16,0,8,True,126v135|mensrea-135,hc_126v135|hc_135,"Bhavani Oil Industries vs Paschim Gujarat Vij Company Limited on 16 March, 2021",filed FIR against the petitioner under  <b>Section</b> <b>135</b>  of the Act for <b>theft</b> of <b>electricity</b>. The <b>electric</b> meter installed at the premises of the petitioner ... category
94166715,HC,Gujarat High Court,2021-03-16,0,8,True,126v135|mensrea-135,hc_126v135|hc_135,"Bhavani Oil Industries vs Paschim Gujarat Vij Company Limited on 16 March, 2021",filed FIR against the petitioner under  <b>Section</b> <b>135</b>  of the Act for <b>theft</b> of <b>electricity</b>. The <b>electric</b> meter installed at the premises of the petitioner ... category
152277668,HC,Punjab-Haryana High Court,2017-01-11,0,12,True,mensrea-135,hc_135,"Darshan Singh vs Punjab State Power Corporation Ltd And ... on 11 January, 2017","essence,  <b>Section</b> <b>135</b>  of the <b>Electricity</b> Act, 2003 (hereinafter referred to  as &quot;2003 Act&quot;) deals with the <b>theft</b> of <b>electricity</b> and the remedy ... brevity"
189528480,HC,Madras High Court,2017-02-01,0,11,True,126v135|assessment-126|mensrea-135,hc_126|hc_126v135|hc_135,"Chinnammal vs The Assistant Executive Engineer(O&M) on 1 February, 2017",clearly established that it is a case of <b>theft</b> of <b>electricity</b> to be brought under  <b>Section</b> <b>135</b>  of the <b>Electricity</b> Act and hence the impugned ... <b>Section</b> <b>1
89039841,HC,Bombay High Court,2019-12-13,0,9,True,126v135|mensrea-135,hc_126v135|hc_135,"Mah. State <b>Electricity</b> Distribution ... vs Ramesh S/O Shreeram Pawade on 13 December, 2019","doubtful.                    Therefore, the   appellant suspected <b>theft</b> of <b>electricity</b>; by tampering the <b>electricity</b>   meter.       4]              Significantly, regarding the <b"
146768543,HC,Karnataka High Court,2018-06-11,0,9,True,126v135|mensrea-135,hc_126v135|hc_135,"Madivalappa Madeppa S/O Mallappa ... vs The State Of Karnataka on 11 June, 2018","passing the <b>electric</b> meter MP.16 installed to  the said Unit, thereby committed <b>theft</b> of <b>electricity</b>, an  offence punishable under  <b>Section</b> <b>135</b> ... <b>theft</b> of <"
186326698,HC,Calcutta High Court,2014-11-21,0,12,True,126v135|mensrea-135,hc_126v135|hc_135,"Sri Om Prakash Jaiswal vs The Cesc Limited & Anr on 21 November, 2014",disconnect supply of <b>electricity</b> immediately upon  detection of <b>theft</b> of <b>electricity</b>. The third proviso to Sub-<b>Section</b> (1A) of   <b>Section</b> <b>135</b>  allows a license
2736128,HC,Gujarat High Court,2012-06-25,0,7,True,mensrea-135,hc_135,"Godavari vs Paschim on 25 June, 2012","said supplementary bill is raised under  <b>Section</b> <b>135</b>  of <b>Electricity</b> Act, 2003 i.e. for alleged <b>theft</b> of <b>electricity</b>.               3.2	The officers of the responden"
136321883,HC,Jharkhand High Court,2015-03-12,0,7,True,126v135|mensrea-135,hc_126v135|hc_135,"M/S Stan Commodities Pvt.Ltd. vs Jharkhand State <b>Electricity</b> Bo on 12 March, 2015","under  <b>Section</b> <b>135</b>  of the <b>Electricity</b> Act, is made out. He further submits that 3rd proviso to  <b>Section</b> <b>135</b>(1)  of the <b>Electricity</b> Act provides ... <b>theft<"
41592351,HC,Madras High Court,2014-07-18,0,9,True,assessment-126|mensrea-135,hc_126|hc_135,"Chinnammal vs The Assistant Executive Engineer on 18 July, 2014",penalties&#x27;&#x27; and title of the <b>section</b> is &#x27;&#x27;<b>theft</b> of <b>electricity</b>&#x27;&#x27;.  The <b>section</b> opens with the words &#x27;&#x27;whoever ... order of assessmen
1080614,HC,Gujarat High Court,2011-08-16,0,7,True,126v135|assessment-126|mensrea-135,hc_126|hc_126v135|hc_135,"Jayesh vs Chandravatiben on 16 August, 2011","<b>electricity</b> falling within  <b>Section</b> <b>135</b>  of the Act, 2003.  <b>Section</b> 126  speaks only about unauthorized use of <b>electricity</b> and Clause 6 of  <b>Section</b> 126  makes"
170014178,HC,Madras High Court,2016-08-01,0,7,True,assessment-126|mensrea-135,hc_126|hc_135,"Duraisamy vs The Assistant Executive Engineer ... on 1 August, 2016","such circumstances, when admittedly  <b>section</b> <b>135</b>  relates to <b>theft</b> of <b>electricity</b> and  <b>section</b> 126  relates to unauthorised use of <b>electricity</b>, it is not acce"
7799023,HC,Madras High Court,2015-06-03,0,7,True,assessment-126|mensrea-135,hc_126|hc_135,"Karuppannan vs The Superintendent Of Police on 3 June, 2015","<b>theft</b> of energy. In fact, the said provision comes under part-XIV captioned &quot;offences and penalties&quot;. The <b>theft</b> of <b>electricity</b> under  <b>Section</b> <b>135</b> ... eleme"
132918858,HC,Punjab-Haryana High Court,2016-01-07,0,7,True,mensrea-135,hc_135,"Rajinder Kumar & Anr vs Uhbvnl & Ors on 7 January, 2016",assessment in cases                                  which do not fall under  <b>Section</b> <b>135</b>  of the 2003 Act.                                   <b>Section</b> <b>135</b>  of the 2003 Act f
644954,HC,Gujarat High Court,2011-11-14,0,9,True,mensrea-135,hc_135,"Sanjay vs Chairman on 14 November, 2011","exercise of powers under  <b>Section</b> 154  of the <b>Electricity</b> Act, 2003, in a case under  <b>Section</b> <b>135</b>  of <b>Theft</b> of <b>Electricity</b> when particularly ... <b>Section</b"
20876310,HC,Madras High Court,1800-01-01,0,8,True,mensrea-135,hc_135,Muppasani Krishna vs State: Rep. By Its,"<b>Electricity</b> Department,                                   Yanam thereby, you A1 to A4 have committed an offence                                   punishable under  <b>Section</b> <b>135</b>(1)("
35823029,HC,Punjab-Haryana High Court,2025-02-25,0,14,True,jurisdiction-145-154|mensrea-135,hc_135|hc_145_154,"Amar Singh vs Punjab State Power Corporation Ltd And ... on 25 February, 2025","Annexure P-3), whereby a  provisional assessment order regarding <b>theft</b> of <b>electricity</b> under  <b>Section</b>  <b>135</b>  of the <b>Electricity</b> Act, 2003 (hereinafter referred ... con"
61843218,HC,Calcutta High Court (Appellete Side),2024-02-02,0,10,True,mensrea-135,hc_135,"Mrinal Roy vs The State Of West Bengal & Ors on 2 February, 2024","fixed as not &quot;less than&quot; 6 months.  In essence, the  <b>section</b> 4  prescribed a maximum term of rigorous  imprisonment which &quot;may extend ... while dealing with similar  provision of"
135388337,HC,Bombay High Court,2026-01-14,0,11,True,mensrea-135,hc_135,"Dattatraya Digambar Biradar vs The State Of Maharashtra And Another on 14 January, 2026","dispute. Learned counsel took this court through the provisions of   <b>section</b> <b>135</b>  of the <b>Electricity</b> Act and submitted that, the very  provision explicitly shows that ... offence "
177465064,HC,Allahabad High Court,2025-05-27,0,9,True,mensrea-135,hc_135,"Anurag Mishra And Another vs State Of U.P. Thru. Prin. Secy. Home Lko. ... on 27 May, 2025","falls under  <b>Section</b> <b>135</b>  of the Indian <b>Electricity</b> Act pertaining to <b>theft</b> of <b>electricity</b>, which is quoted herein below:-     &quot;<b>SECTION</b> <b>135</b>: <b>Th"
32408469,HC,Calcutta High Court (Appellete Side),2023-12-08,0,7,True,mensrea-135,hc_135,"Tapas Ghosh vs State Of West Bengal & Ors on 8 December, 2023",<b>theft</b> of         <b>electricity</b> within the meaning of <b>Section</b> <b>135</b> (i) (b) (c) (d) and  <b>Section</b> 138 (i)(d)          of the <b>Electricity</b> ... final assessment order.
122129035,HC,Allahabad High Court,2023-02-16,0,7,True,mensrea-135,hc_135,"Dharmraj vs State Of U.P. Thru. Secy. Home Lko. And ... on 16 February, 2023",case of the informant as is evident from her statements recorded under  <b>Sections</b> 161  and  164  Cr.P.C. is taken on its face ... case pertaining to the <b>electricity</b> <b>theft</b> under  <b
56657968,HC,Madras High Court,2022-03-29,0,7,True,compounding-152|mensrea-135,hc_135|hc_152,"M.V.Laksshmi Narasimhan vs The Assistant Executive Engineer on 29 March, 2022",treated as unauthorized                  use of <b>electricity</b> as per  <b>Section</b> 126  of the <b>Electricity</b>                  Act and not under  <b>Section</b> <b>135</b>  of the Act. Thou
132287994,HC,Madhya Pradesh High Court,2018-07-25,0,12,True,mensrea-135,hc_135,"Smt.Susheela Shrivastava vs Chief Engineer on 25 July, 2018","been raised against her on the pretext of <b>electricity</b> <b>theft</b> under  <b>Section</b> <b>135</b>  of the <b>Electricity</b> Act, 2003 (hereinafter referred ... respondents    company      es"
116561612,HC,Jharkhand High Court,2017-07-26,0,8,True,mensrea-135,hc_135,"Ms Gajanan Ferro Pvt Ltd Represented ... vs Jharkhand Urja Vikas Nigam Limited ... on 26 July, 2017",under sub­ <b>Section</b> 5  to  <b>Section</b> 154  which may be imposed  upon the consumer once a case of <b>theft</b> under  <b>Section</b> <b>135</b>  is found  proved ... contention   importing  
170696443,HC,Allahabad High Court,2020-01-23,0,14,True,mensrea-135,hc_135,"Mohd. Haleem vs State Of U.P.Through Collector/D.M. ... on 23 January, 2020",scheme of  <b>Section</b> <b>135</b>  of the 2003 Act.  <b>Section</b> <b>135</b>(1)  of 2003 Act provides different type of <b>electricity</b> <b>theft</b> and the punishment thereof. Under ... provi
114546618,HC,Patna High Court,2017-04-27,0,10,True,mensrea-135,hc_135,"Pankaj Kumar & Anr vs The State Of Bihar & Anr on 27 April, 2017","well as  <b>Section</b> <b>135</b>  and  <b>Section</b> 138  of the <b>Electricity</b>          Act, 2003 as it is not a case of <b>electrical</b> <b>theft</b> rather of getting          connection .."
61199115,HC,Jharkhand High Court,2012-07-26,0,10,True,mensrea-135,hc_135,"Subhash Kumar vs State Of Jharkhand & Anr on 26 July, 2012","defined under  <b>Section</b> <b>135</b>  of he  <b>Electricity</b> Act , can certainly be said to  have committed offence under  <b>Section</b> <b>135</b>  of the <b>Electricity</b> ... <b>section</b"
131948575,HC,Jharkhand High Court,2012-07-26,0,8,True,mensrea-135,hc_135,"Rina-N Vaidgiri @ Rina-N-Vedagiri vs State Of Jharkhand & Anr on 26 July, 2012","defined under  <b>Section</b> <b>135</b>  of he  <b>Electricity</b> Act , can  certainly be said to have committed offence under  <b>Section</b> <b>135</b>  of the <b>Electricity</b> ... <b>section</b"
33505432,HC,Allahabad High Court,2012-03-28,0,10,True,mensrea-135,hc_135,"M/S Trikoot Iron & Steels Castings Ltd. vs State Of U.P. And Others on 28 March, 2012","restore the supply. Thus assessment of <b>electricity</b> charges due to <b>theft</b> of <b>electricity</b> is contemplated under  <b>Section</b> <b>135</b>  itself, which further provides that after "
73887252,HC,Punjab-Haryana High Court,2011-08-03,0,9,True,mensrea-135,hc_135,"Gurcharan Singh vs The Punjab State <b>Electricity</b> Board on 3 August, 2011","will be a case of <b>theft</b>, but although defined under  <b>Section</b> <b>135</b>  of  the Act, if the <b>Electricity</b> Board were taking an action for recovery ... vehemently that  <b>Section</"
131708475,HC,Punjab-Haryana High Court,2016-12-07,0,8,True,126v135|assessment-126|mensrea-135,hc_126|hc_126v135|hc_135,"Kapur Singh vs Pspcl And Ors on 7 December, 2016","scheme of the Act,  <b>Section</b> 126  deals with the  unauthorized use of <b>electricity</b> and  <b>Section</b> <b>135</b>  with the <b>theft</b>.           The  procedure provided in both ... <b>e"
140023690,HC,Jharkhand High Court,2015-08-25,0,13,True,mensrea-135,hc_135,"Ms Hotel Rajasthan Through Its ... vs Jharkhand Urja Vikas Nigam Limited ... on 25 August, 2015","proviso to    <b>Section</b>   <b>135</b>   (1A)    of   the   <b>Electricity</b>   Act,   2003     is   not   final   assessment and only under  <b>Section</b> 154 (5)  of the <b>Electricity</b> Act,"
32271734,HC,Madras High Court,2016-12-19,0,9,True,mensrea-135,hc_135,"K.M.Devaraj vs Assistant Executive Engineer on 19 December, 2016","<b>electricity</b> and removing the meter, <b>electric</b> line, <b>electric</b> plant and other apparatus, in case of <b>theft</b> of <b>electricity</b>, as detailed in  <b>section</b> <b>135</b> ..."
58987706,HC,Gujarat High Court,2020-12-01,0,7,True,mensrea-135,hc_135,"Hareshbhai Laljibhai Nashit vs Dakshin Gujarat Vij Company Limited on 1 December, 2020","found        that      the     petitioner                had      committed <b>theft</b> of <b>electricity</b> as contemplated      under  <b>section</b> <b>135</b>  of the <b>Electricity</b> Act, 200"
25751554,HC,Patna High Court,2017-06-28,0,9,True,mensrea-135,hc_135,"M/S Straw Board (P) Ltd.Through Its ... vs The State Of Bihar Through Vigilance ... on 28 June, 2017",applicable in this case as under the  <b>Electricity</b> Act  penal     provision for <b>electrical</b> <b>theft</b> is  <b>Section</b> <b>135</b>  of the Act. Learned     counsel has placed reliance 
67076475,HC,Jharkhand High Court,2017-11-17,0,9,True,mensrea-135,hc_135,"Ms Shankar Ferro Alloys Pvt Ltd Through ... vs Jharkhand Urja Vikas Nigam Limited ... on 17 November, 2017","under                 second proviso to                  <b>Section</b> <b>135</b>  (1- A) of <b>Electricity</b> Act, 2003  read with Clause                 11.9 of the <b>Electricity</b> Supply Code "
122391534,HC,Punjab-Haryana High Court,2016-08-04,0,9,True,mensrea-135,hc_135,"Parmod Sharma vs Uttari Haryana Bijli Vitram Nigam Ltd & ... on 4 August, 2016","that the  petitioner has been found committing <b>theft</b> of <b>electricity</b> and, thus, the  proceedings under  <b>Section</b> <b>135</b>  of the Act were initiated ... suspected <b>theft</b>, un"
145908517,HC,Punjab-Haryana High Court,2010-03-11,0,8,True,mensrea-135,hc_135,"Smt. Geeta And Others vs State Of Haryana And Another on 11 March, 2010",order of assessment by  licensee for offence of the <b>theft</b> under  <b>Section</b> <b>135</b>  of <b>Electricity</b> Act has  been issued to one Yogesh ... consumer by licensee  for compounding th
124316691,HC,Punjab-Haryana High Court,2009-05-18,0,7,True,mensrea-135,hc_135,"Satish Kumar vs State Of Haryana And Anr on 18 May, 2009","<b>electricity</b> under  <b>Section</b> <b>135</b>  of  the <b>Electricity</b> Act. Accordingly, on account of causing loss of revenue to  the Nigam for the act of <b>theft</b> ... Division of the Ni"
130352965,HC,Gujarat High Court,2025-04-09,0,6,True,mensrea-135,hc_135,"Mohmmad Unus Abdulkarim Shaikh vs Paschim Gujarat Vij Company Ltd on 9 April, 2025","submitted that the police was informed since <b>theft</b>                         of <b>electricity</b> amounts to offence under  <b>Section</b> <b>135</b> ,  138  and                          150  of"
194178206,HC,Gujarat High Court,2025-08-08,0,6,True,mensrea-135,hc_135,"Kishorchandra Umiyashankar Trivedi vs State Of Gujarat on 8 August, 2025",sufficient proof to the <b>theft</b> as contemplated under                         <b>Section</b> <b>135</b>  of the <b>Electricity</b> Act and therefore submitted                                     
147526637,HC,Punjab-Haryana High Court,2026-01-08,0,4,True,mensrea-135,hc_135,"Devender Kumar vs State Of Haryana on 8 January, 2026","offence involved is one  of <b>theft</b> of <b>electricity</b> under <b>Section</b> <b>135</b> of the <b>Electr</b>                                                  <b>Electricity</b> Act, 2003       "
23511361,HC,Punjab-Haryana High Court,2024-08-08,0,4,True,mensrea-135,hc_135,"Uttar Haryana Bijli Vitran Nigam ... vs Bijender And Another on 8 August, 2024","hence, making out a case  of <b>theft</b> of <b>electricity</b> under  <b>Section</b> <b>135</b>  Proviso (ii) of  The <b>Electricity</b> Act, 2003 .                                                   "
19671001,HC,Madras High Court,2025-10-08,0,5,True,mensrea-135,hc_135,"V.Thiyagarajan vs The Assistant Executive Engineer on 8 October, 2025","charged with <b>theft</b> of <b>electricity</b>                  connection under  <b>Section</b> <b>135</b>  of the <b>Electricity</b> Act, 2003 (hereinafter referred                  to as &#x27;Act"
25164125,HC,Karnataka High Court,2024-03-04,0,4,True,mensrea-135,hc_135,"State Of Karnataka vs Shafiq Ahmed on 4 March, 2024",under  <b>Section</b> <b>135</b>  of the Act is proper or not.          12.  <b>Section</b> <b>135</b>  of the Act reads thus:            &quot;<b>135</b>. <b>Theft</b> of <b>electricity</b>- (1) Whoe
53333206,HC,Calcutta High Court (Appellete Side),2019-04-11,0,5,True,mensrea-135,hc_135,"Swapan Kumar Dey Alias Das vs Wbsedcl & Ors on 11 April, 2019",charged   under   <b>Section</b>   <b>135</b>    for   dishonestly   misappropriating  energy/<b>electricity</b>. The civil liability under <b>Section</b> 126 to repay for  unauthorized use of such <b
65563227,HC,Punjab-Haryana High Court,2018-09-11,0,3,True,mensrea-135,hc_135,"Ami Chand Sihag vs Dakshin Haryana Bijli Vitran Nigam Ltd ... on 11 September, 2018","defendants as order of assessment by                          licensee of <b>theft</b> under  <b>Section</b> <b>135</b>  of the                          <b>Electricity</b>       Act,     2003     and "
141472891,HC,Madras High Court,2017-11-17,0,3,True,mensrea-135,hc_135,"B.Sathyamoorthy vs The Executive Engineer on 17 November, 2017","same time, termed the said action as <b>theft</b> of energy under  <b>Section</b> <b>135</b>  of the <b>Electricity</b> Act, 2003.           (vii) The respondents immediately drew a mahazar ... easy r"
62722821,HC,Patna High Court - Orders,2013-06-26,0,3,True,mensrea-135,hc_135,"Bihar State <b>Electricity</b> Board & Ors vs M/S Singhania Re Rolling Mills Pvt. on 26 June, 2013",<b>electricity</b> has to be initiated.&quot;                                  <b>Section</b> 126  of the Act deals with unauthorized use               of <b>electricity</b> while  <b>Section</b> <b>1
25287145,HC,Bombay High Court,2012-02-29,0,4,True,mensrea-135,hc_135,"Bench At Aurangabad vs Gulam Sultan Faruqi on 29 February, 2012","Sessions Judge,           does not appear to be correct.             13.          <b>Section</b> <b>135</b>  deals with <b>theft</b> of <b>electricity</b>.  <b>Section</b> 138        deals with interf"
106794898,HC,Madhya Pradesh High Court,2026-04-30,0,5,True,mensrea-135,hc_135,"Madhya Pradesh Madhya Kshetra Vidyut ... vs Kanchan Jain on 30 April, 2026","absence of proof of possession,                          the charge of <b>electricity</b> <b>theft</b> under  <b>Section</b> <b>135</b>(1)(a)  cannot be fastened on                          him.      "
138290685,HC,Calcutta High Court (Appellete Side),2025-02-05,0,5,True,mensrea-135,hc_135,"Cesc Limited vs Shamim Akhter & Anr on 5 February, 2025","found constituted  <b>theft</b> within the meaning of  <b>Section</b> <b>135</b>(1A)  of the  <b>Electricity</b> Act, 2003 and supply to the petitioner was  disconnected. The writ petitioner ... <b>th"
138962070,HC,Rajasthan High Court - Jodhpur,2025-03-26,0,5,True,mensrea-135,hc_135,"J.V.V.N. Ltd. And Anr vs Anjeev Kumar And Anr. ... on 26 March, 2025","respondents No.1 and 2 was of  <b>theft</b> of <b>electricity</b> under  <b>Section</b> <b>135</b>  of the <b>Electricity</b> Act, 2003.  Learned counsel for the petitioners submits that ... responden"
111596436,HC,Punjab-Haryana High Court,2026-05-20,0,5,True,mensrea-135,hc_135,"Jagmohan Singh Kalra vs State Of Punjab And Another on 20 May, 2026","Annexure P-1), registered under  <b>Section</b> <b>135</b>  of the <b>Electricity</b> Act, 2003 at Police Station Anti Power <b>Theft</b>, Verka, Amritsar, District Amritsar, along with ... dated 19.0"
70031154,HC,Calcutta High Court (Appellete Side),2025-02-05,0,5,True,mensrea-135,hc_135,"Cesc Limited vs Shamim Akhter & Anr on 5 February, 2025","found constituted  <b>theft</b> within the meaning of  <b>Section</b> <b>135</b>(1A)  of the  <b>Electricity</b> Act, 2003 and supply to the petitioner was  disconnected. The writ petitioner ... <b>th"
183029280,HC,Calcutta High Court (Appellete Side),2023-04-04,0,21,True,assessment-126|jurisdiction-145-154,hc_126|hc_145_154,"Badal Chandra Shit vs State Of West Bengal And Others on 4 April, 2023","<b>Sections</b> 135  to  140  and  <b>Section</b> 150 &quot;.    30.   Therefore, whereas  <b>Section</b> <b>126</b>  assesses the <b>electricity</b> charges        payable for <b>unauthorised</b> <b>"
